Finds_numb,N,19,11	Phase,C,254	X,N,19,11	Y,N,19,11	Z,N,19,11	Location,C,254	SiteCode,C,254	Trench,C,254	Context,C,254	Grid,C,254	Type,C,254	Species,C,254	Element,C,254	Side,C,254	Preservati,C,254	Informatio,N,19,11	Taphonomy,C,254	JellyBone,C,254	Measuremen,C,254	Action,C,254	ZooMsID,C,254	Notes,C,254
85789	Dryland	502803.135	481012.803	24.889	184	SC07	SC24	85	0	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; fragile; root action; excavation damage	No	 -	ZooMs	SC182	Fragments of bone that are too poorly preserved to identify to species or element. Species ID by ZooMs. The bone is very desiccated, fragmentary and fragile. There is little to no cortical bone remaining on any of the fragments. This makes it impossible
85791	Dryland	502802.744	481014.678	24.955	184	SC07	SC24	85	0	Bone	Unidentified	Unidentified	 -	D	1	Bone stain	No	 -	0	0	Bone stain. Found by C. Conneller in with a flint.
85832	Dryland	502825.658	481016.415	24.968	184	SC07	SC23	48	0	Bone	Aurochs	Unidentified	 -	D	1	Fragmentary; fragil; desiccated; excavation damage; root action; rounded; post-dep modification	No	 -	ZooMs	SC183	Fragments of bone that are too poorly preserved to identify to species or element. Species ID by ZooMs. The bone is very desiccated, fragmentary and fragile. The majority of the breakage appears to be modern and likely occurred as a result of excavation
85833	Dryland	502825.573	481016.48	24.978	184	SC07	SC23	48	0	Bone	Aurochs	Scapula frag?	 -	D	2	Desiccated; fragmentary; fragile; rounded; post-dep modification; excavation damage; root action	No	 -	ZooMs	SC184	Small fragments of bone that, from the cross-sectional shape, could possibly be a fragment of large mammal scapula blade. Species ID by ZooMs. The bone is desiccated and the cortical bone that remains is very root etched. There is some modern damage from
85835	Dryland	502825.339	481014.893	24.844	184	SC07	SC23	48	0	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; root action	No	 -	ZooMs	SC185	Fragment of bone that is almost a bone stain. Due to the poor preservation it is not possible to identify the specimen to species or element. Species ID by ZooMs. Evidence of root action. Bone is fragmentary and fragile.
85859	Dryland	502835.005	481012.119	24.852	184	SC07	SC23	48	0	Bone	Cervid sp.	Long bone frag.	 -	D	1	Fragmentary; desiccated; root action; excavation damage	No	 -	ZooMs	SC186	Fragments that may be bone that are too poorly preserved to identify to species or element. Species ID by ZooMs. Very desiccated, fragmentary and fragile. Clear evidence of root action. Clear modern damage and fragmentation that likely occurred as a resu
85874	Dryland	502825.4	481011.641	24.814	22	SC07	SC23	48	0	Bone	Unidentified	Unidentified	 -	D	1	 -	 -	 -	ZooMs	SC187	ZooMs fail. Very little of the bone has survived. Located in a medium clear box labelled 'BOX 22'.
85886	Dryland	502826.595	481018.176	25.003	184	SC07	SC23	48	0	Bone	Red Deer	Metatarsal	 -	D	2	Fragmentary; desiccated; staining; excavation damage; longitudinally split; spiral fractures; rounded; post-dep modification	No	 -	ZooMs	SC188	Fragments of a red deer metatarsal midshaft; including a partial section of the anterior surface groove that runs the length of the metatarsal. Sampled for ZooMs but the sample failed. The bone is fairly robust but there is a lot of black staining on the
85918	Dryland	502829.33	481014.673	24.877	184	SC07	SC23	48	0	Bone	Cervid sp.	Unidentified	 -	D	1	Bone stain	No	 -	ZooMs	SC189	Tiny fragments and dust of bone that is too poorly preserved and small to allow for identification of species or element. Species ID by ZooMs. The bone fragments are very desiccated and fragile, and are basically bone dust.
85944	Dryland	502825.886	481015.914	24.903	184	SC07	SC23	48	0	Bone	Aurochs	Long bone frag.	 -	D	1	Fragmentary; desiccated; excavation damage; rounded; post-dep modification	No	 -	ZooMs	SC190	Fragment of bone that appears to be from a large mammal long bone. Species ID by ZooMs. The bone is desiccated and no cortical bone survives. There is quite a bit of fresh breakage from excavation and lifting. As there is no cortical bone surviving and t
85945	Dryland	502827.844	481014.763	24.89	184	SC07	SC23	48	0	Bone	Unidentified	Unidentified	 -	D	1	Fragmentary; fragile; bone stain	No	 -	ZooMs	SC191	Tiny fragments of bone that are only a bone stain now. Sampled for ZooMs however the sample failed. Due to the poor preservation of the specimen it is impossible to identify the species or element of origin.
85946	Dryland	502826.462	481015.418	24.879	184	SC07	SC23	48	0	Bone	Aurochs	Long bone frag.	 -	D	1	Fragmentary; desiccated; root action; excavation damage	No	 -	ZooMs	SC192	Small fragment of bone that is too small to identify it to anything other than a fragment of large mammal long bone. Species ID by ZooMs. The bone is desiccated, fragmentary and fragile. Small amount of root etching on the cortical bone that remains. Mod
85947	Dryland	502825.891	481015.909	24.935	191	SC07	SC23	48	0	Bone	Aurochs	Humerus frag.	 -	C	2	Desiccated; fragmentary; fragile; cracking; root etching; longitudinally split; percussion point; spiral fracture; iron staining; excavation damage	No	 -	Conserved	 -	Large fragment of aurochs humerus midshaft. The bone is desiccated and quite fragmentary and fragile. Due to the desiccated nature of the bone cracks and breaks in the bone have occurred. The cortical bone is present but very pitted and root etched. The
85951	Western platform	502805.937	481001.826	23.676	184	SC07	SC24	312	0	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; fragile; post-dep breakage; excavation damage	No	 -	ZooMs	SC193	Fragments of bone that are too poorly preserved to identify to species or element. Species ID by ZooMs. The bone is desiccated, fragmentary and fragile, and the bone is also cracking. The fragmentation of the specimen appears to be post-depositional howe
85960	Dryland	502803.176	481014.317	24.979	191 - subsample = 184	SC07	SC24	48	0	Bone	Cervid sp.	Long bone frag.	 -	D	1	Fragmentary; fragile; desiccated; root action; excavation damage	No	 -	ZooMs; conserved	SC194	Fragments of bone from a large mammal long bone. Species ID by ZooMs. The bone is desiccated and very fragmentary and fragile. There is a lot of modern breakage and fragmentation which likely occurred on excavation and lifting. Due to the fragmentary nat
85967	Dryland	502802.91	481014.811	24.96	184	SC07	SC24	48	0	Bone	Aurochs	Unidentified	 -	D	1	Bone stain	No	 -	ZooMs	SC195	Fragment of bone that is too poorly preserved to identify to species or element. It is basically a bone stain. Species ID by ZooMs. The bone is desiccated, fragmentary and fragile.
85972	Dryland	502803.296	481014.614	24.987	184	SC07	SC24	48	0	Bone	Aurochs	Unidentified	 -	D	1	Fragmentary; fragile; desiccated; root action; excavation damage; post-dep modification	No	 -	ZooMs	SC196	Fragments of bone that are not well enough preserved to allow for an identification of species or element. Species ID by ZooMs. The bone is desiccated, fragmentary and fragile. The cortical bone that survives is very root etched. There is fresh breakage
86010	Dryland	502802.847	481009.086	24.444	184	SC07	SC24	85	0	Bone	Unidentified	Unidentified	 -	D	1	Fragmentary; fragile; root action; post-dep breakage	No	 -	ZooMs	SC197	Fragments of bone that are too small to identify to species or element. Sampled for ZooMs but the sample failed. No cortical bone survives and there are clearly roots growing throughout the fragments. The fragmentation appears post-depositional.
86045	Dryland	502802.905	481009.56	24.529	184	SC07	SC24	85	0	Antler	Cervid sp.	Antler	 -	D	1	Fragmentary; fragile; antler stain; root action; excavation damage	No	 -	0	0	Very fragmentary specimen that appears to be antler, and is likely from a cervid species due to the size. Found by C. Conneller in with a flint. The antler is very poorly preserved  and is very fragmentary and fragile. Almost a dust stain. Roots have gro
86061	Dryland	502826.546	481014.466	24.873	184	SC07	SC23	48	0	Bone	Cervid sp.	Rib frag.	 -	D	2	Fragmentary; fragile; desiccated; root action; excavation damage	No	 -	ZooMs	SC198	Fragments of bone from a large mammal rib. Species ID by ZooMs. The bone is desiccated, fragmentary and fragile. The cortical bone has some root etching and there are roots growing through the largest fragment. There is some modern breakage and damage ca
86063	Dryland	502830.27	481017.821	24.973	184	SC07	SC23	48	0	Bone	Roe deer	Humerus	Left	C	3	Fragmentary; fragile; desiccated; root action; excavation damage	No	 -	ZooMs	SC199	Partial proximal head of a roe deer humerus. Sampled for ZooMs. The bone is desiccated, fragmentary and very fragile. The cortical bone that suvives is very pitted and root etched. The fragmentation appears to be modern and occurred during excavation and
86064	Dryland	502830.176	481017.866	24.964	184	SC07	SC23	48	0	Bone	Aurochs	Humerus frag.	 -	D	3	Desiccated; fragmentary; fragile; delaminating; root action; excavation damage	No	 -	ZooMs	SC200	Large fragment of large mammal humerus midshaft; due to the size and robustness of the element it is most likely to be aurochs in origin. Sampled for ZooMs. The bone is very desiccated, very fragmented and very fragile. The bone is delaminating and flaki
86082	Dryland	502829.622	481015.95	24.969	185	SC07	SC23	48	0	Bone	Cervid sp.	Unidentified	 -	D	1	Desiccated; cracking; excavation damage; post-dep breakage	No	 -	ZooMs	SC201	Small fragments of bone that are too small and do not retain enough detail to allow for an identification to species or element. Species ID by ZooMs. The bone is desiccated and cracks have ocurred throughout as a result. There is little to no cortical bo
86083	Wood peat	502805.017	481005.607	23.953	179	SC07	SC24	310	0	Antler	Red deer	Antler	 -	D	2	Demineralised; desiccated; compressed; post-dep breakage; excavation damage	No	 -	0	0	Section of red deer antler that is very leathery and compressed. No surface detail survives and the breakage appears to be a combination of post-depositional and excavational damage. It has been conserved by YAT. Unconserved sub-sample kept in refridgera
86110	Dryland	502833.625	481015.416	24.908	185	SC07	SC23	48	0	Tooth	Cervid sp.	Molar?	 -	D	2	Desiccated; fragmentary; fragile; excavation damage	No	 -	ZooMs	SC202	Small fragments that are very poorly preserved. One fragment appears similar to the fold of a molar cusp. There is no enamel or cortex surviving however. Due to the preservation, species was ID'd by ZooMs. The fragments are very desiccated and fragile. N
86157	Dryland	502833.211	481012.36	24.881	184	SC07	SC23	48	0	Bone	Unidentified	Unidentified	 -	D	1	Calcined	No	 -	ZooMs	SC203	ZooMs fail. (Calcined) All of the bone was used during ZooMS testing, so only the bag remains. The empty bag is located in one large outer bag labelled 'Finds used during ZooMS/Only soil remains'.
86253	Dryland	502832.159	481007.788	24.684	185	SC07	SC23	48	0	Bone	Cervid sp.	Mandible?	 -	D	2	Desiccated; fragmentary; root etching; excavation damage	No	 -	ZooMs	SC204	Fragments of bone that appear to be from the below the tooth row on a mandible. Species ID by ZooMs. The bone is very desiccated and there is little to no cortical bone remaining, however the cortical bone that is retained is very root etched. The majori
86264	Dryland	502832.428	481015.481	24.925	185	SC07	SC23	??	J5	Bone	Cervid sp.	Unidentified	 -	D	1	Fragmentary; desiccated; fragile; root action	No	 -	ZooMs	SC205	Fragments of bone that are not well enough preserved to identify to species or element. Species ID by ZooMs. The majority of the specimen is mostly bone stains however there is some cancellous bone surviving too. No cortical bone remains. Roots have grow
86265	Dryland	502831.058	481012.777	24.873	185	SC07	SC23	48	0	Bone	Aurochs	Unidentified	 -	D	1	Desiccated; fragmentary; fragile; cracking; flaking; excavation damage	No	 -	ZooMs	SC206	Fragments of bone that are too poorly preserved to identify to species or element. Species ID by ZooMs. The bone is desiccated and very fragmentary and fragile. Cracks have occurred throughout the specimen as a result. The cortical bone is flaking away.
86284	Dryland	0	0	0	185	SC07	SC23	??	0	Antler	Cervid sp.	Antler	 -	D	2	Desiccated; delamination; fragmentary; cracking; groove and splinter; excavation damage	No	 -	ZooMs	SC207	Fragments of what appear to be antler; the cross-section and internal composition suggest this is antler rather than bone. Species ID by ZooMs. The antler is desiccated and the majority of the surface detail has flaked away. The specimen is cracking and
86306	Dryland	502828.115	481015.993	24.987	185	SC07	SC23	48	0	Bone	Unidentified	Unidentified	 -	D	1	Robust; fragmentary	No	 -	0	0	Small fragments of bone found by C. Conneller in with a flint. The bone is robust but retains no morphological characteristics to aid with species or element identification.
86323	Dryland	502828.995	481014.631	24.83	185	SC07	SC23	48	0	Bone	Cervid sp.	Long bone frag.	 -	D	1	Fragmentary; cracking; desiccated; excavation damage	No	 -	ZooMs	SC208	Small fragments of bone that appear to be from a large mammal long bone midshaft. Species ID by ZooMs. The bone is desiccated and has cracks and fragmented as a result. Further fragmentation has obviously occurred on excavation and lifting.
86328	Dryland	502830.778	481012.707	24.86	184	SC07	SC23	48	0	Bone	Unidentified	Unidentified	 -	D	1	Charred	No	 -	ZooMs	SC210	ZooMs fail. (Calcined) All of the bone was used during ZooMS testing, so only the bag remains. The empty bag is located in one large outer bag labelled 'Finds used during ZooMS/Only soil remains'.
86387	Dryland	502802.679	481014.46	24.944	185	SC07	SC24	85	0	Antler	Cervid sp.	Antler	 -	D	2	Fragmentary; fragile; desiccated; cracking; root action; excavation damage; rounded; post-dep modification	No	 -	ZooMs	SC284	Fragments of osseous material that, from the nature of the internal structure, appears to be antler and most likely from a cervid. The antler is very fragmentary and fragile due to its desiccated nature. Roots have grown throughout. No surface detail is
86398	Dryland	502803.049	481014.716	24.955	185	SC07	SC24	85	0	Bone	Unidentified	Unidentified	 -	D	1	Fragmentary	No	 -	ZooMs	SC211	Tiny fragment of bone that is too small to identify to species or element. Sampled for ZooMs however the sample failed.
86432	Dryland	0	0	0	185	SC07	SC23	48	E4	Bone	Cervid sp.	Vertebra?	 -	D	2	Desiccated	No	 -	ZooMs	SC212	Small fragment of bone, found in the wet sieve, that may represent a large mammal vertebral body. Species ID by ZooMs. The bone is desiccated and only a small amount of cortical bone remains. It is difficult to see what the original shape was.
